Thời gian,thoi_tiet,cong_suat_phat_olt,cong_suat_thua_olt,cong_suat_phat_thiet_bi_dau_cuoi,cong_suat_thu_thiet_bi_dau_cuoi,suy_hao_download,suy_hao_upload,khoang_cach_thue_bao,danh_gia
202105180655,Nắng,3.84,-23.98,2.96,-24.43,28.27,26.94,8580,Đạt
202105180655,Nắng,3.84,-21.55,2.97,-22.59,26.43,24.52,8581,Tốt
202105180655,Nắng,3.84,-24.82,2.14,-25.53,29.37,26.96,8544,Đạt
202105180655,Nắng,3.84,-21.25,2.34,-21.48,25.32,23.59,8719,Tốt
202105180655,Nắng,3.84,-23.47,2.89,-23.98,27.82,26.36,8761,Đạt
202105180655,Nắng,3.84,-21.81,2.98,-20.55,24.39,24.79,8884,Tốt
202105180655,Nắng,3.84,-25.09,2.07,-24.2,28.04,27.16,8765,Đạt
202105180655,Nắng,3.84,-24.82,3.04,-22.22,26.06,27.86,8597,Tốt
202105180655,Nắng,3.84,-23.57,3.29,-23.28,27.12,26.86,8569,Đạt
202105180655,Nắng,3.84,-20.87,2.83,-20.7,24.54,23.7,8585,Tốt
202105180655,Nắng,3.84,-23.57,2.9,-26.38,30.22,26.47,8599,Kém
202105180655,Nắng,3.84,-22.01,2.73,-21.36,25.2,24.74,8742,Tốt
202105180655,Nắng,3.84,-23.28,3.04,-23.18,27.02,26.32,9155,Đạt
202105180655,Nắng,3.8,-22.08,2.24,-21.94,25.74,24.32,2209,Tốt
202105180655,Nắng,3.8,-23.57,2.12,-20.65,24.45,25.69,2273,Tốt
202105180655,Nắng,3.8,-21.37,2.26,-19.7,23.5,23.63,2265,Tốt
202105180655,Nắng,3.8,-21.37,2.39,-19.28,23.08,23.76,2233,Tốt
202105180655,Nắng,3.8,-24.21,2.08,-27.44,31.24,26.29,2294,Kém
202105180655,Nắng,3.8,-23.88,2.22,-21.94,25.74,26.1,2155,Tốt
202105180655,Nắng,3.8,-21.68,2.85,-23.37,27.17,24.53,2531,Đạt
202105180655,Nắng,3.8,-21.25,2.65,-21.02,24.82,23.9,2253,Tốt
202105180655,Nắng,3.8,-20.87,2.45,-21.42,25.22,23.32,2357,Tốt
202105180655,Nắng,3.8,-21.14,2.03,-21.02,24.82,23.17,1538,Tốt
202105180655,Nắng,3.8,-23.28,2,-21.08,24.88,25.28,2595,Tốt
202105180655,Nắng,3.8,-22.15,2.05,-21.25,25.05,24.2,2742,Tốt
202105180655,Nắng,3.8,-24.32,2.23,-23.28,27.08,26.55,2868,Đạt
202105180655,Nắng,3.8,-23.98,2.05,-23.18,26.98,26.03,3012,Tốt
202105180655,Nắng,3.8,-23.77,2.22,-21.02,24.82,25.99,2647,Tốt
202105180655,Nắng,3.8,-22.15,2.62,-22.67,26.47,24.77,3160,Tốt
202105180655,Nắng,3.8,-23.19,2.79,-22.67,26.47,25.98,3147,Tốt
202105180655,Nắng,3.8,-22.68,2.4,-24.31,28.11,25.08,3443,Đạt
202105180655,Nắng,3.8,-21.55,2.32,-25.23,29.03,23.87,3468,Đạt
202105180655,Nắng,3.8,-23.98,2.38,-24.09,27.89,26.36,3485,Đạt
202105180655,Nắng,3.8,-23.57,3.12,-25.85,29.65,26.69,2990,Đạt
202105180655,Nắng,3.8,-22.52,2.77,-23.37,27.17,25.29,2988,Đạt
202105180655,Nắng,3.8,-23.19,2.76,-24.68,28.48,25.95,2795,Đạt
202105180655,Nắng,3.8,-21.74,2.57,-21.61,25.41,24.31,3419,Tốt
202105180655,Nắng,3.8,-23.02,1.97,-22,25.8,24.99,2891,Tốt
202105180655,Nắng,3.8,-23.19,2.17,-23.98,27.78,25.36,2936,Đạt
202105180655,Nắng,3.8,-21.68,2.34,-21.02,24.82,24.02,1485,Tốt
202105180655,Nắng,3.8,-20.32,2.84,-22.92,26.72,23.16,1493,Tốt
202105180655,Nắng,3.8,-21.94,2.42,-23.46,27.26,24.36,1650,Đạt
202105180655,Nắng,3.8,-21.94,2.77,-20,23.8,24.71,1400,Tốt
202105180655,Nắng,3.8,-21.62,2,-21.48,25.28,23.62,1551,Tốt
202105180655,Nắng,3.8,-22.3,2.27,-20.65,24.45,24.57,1334,Tốt
202105180655,Nắng,3.8,-22.68,2.54,-23.18,26.98,25.22,1672,Tốt
202105180655,Nắng,3.8,-23.88,2.22,-23.01,26.81,26.1,1452,Tốt
202105180655,Nắng,3.8,-21.88,1.88,-23.76,27.56,23.76,1257,Đạt
202105180655,Nắng,3.8,-21.68,2.45,-20.97,24.77,24.13,1427,Tốt
202105180655,Nắng,3.8,-23.19,2.36,-23.37,27.17,25.55,1587,Đạt
202105180655,Nắng,3.8,-21.88,2.43,-24.2,28,24.31,1556,Đạt
202105180655,Nắng,3.8,-21.43,2.42,-22.22,26.02,23.85,1510,Tốt
202105180655,Nắng,3.8,-22.76,3.14,-21.87,25.67,25.9,1394,Tốt
202105180655,Nắng,3.8,-22.84,2.96,-24.43,28.23,25.8,3743,Đạt
202105180655,Nắng,3.8,-24.44,2.97,-24.68,28.48,27.41,3711,Đạt
202105180655,Nắng,3.8,-23.67,2.8,-23.87,27.67,26.47,3577,Đạt
202105180655,Nắng,3.8,-22.01,3.02,-23.98,27.78,25.03,3684,Đạt
202105180655,Nắng,3.8,-21.55,2.55,-20.7,24.5,24.1,3184,Tốt
202105180655,Nắng,3.81,-23.77,2.27,-22.84,26.65,26.04,2237,Tốt
202105180655,Nắng,3.81,-24.09,2.53,-23.18,26.99,26.62,2112,Tốt
202105180655,Nắng,3.81,-23.02,2.72,-22.92,26.73,25.74,2120,Tốt
202105180655,Mưa,3.81,-23.38,2.28,-23.98,27.79,25.66,1471,Đạt
202105180655,Mưa,3.81,-23.98,2.27,-25.85,29.66,26.25,2553,Đạt
202105180655,Mưa,3.81,-21.62,2.47,-22.52,26.33,24.09,1606,Tốt
202105180655,Mưa,3.81,-23.98,2.21,-22.84,26.65,26.19,2648,Tốt
202105180655,Mưa,3.81,-23.57,2.44,-22.84,26.65,26.01,2429,Tốt
202105180655,Mưa,3.81,-24.56,2.05,-24.68,28.49,26.61,2179,Đạt
202105180655,Mưa,3.81,-23.02,2.67,-21.8,25.61,25.69,2198,Tốt
202105180655,Mưa,3.81,-23.57,2.1,-23.46,27.27,25.67,2203,Đạt
202105180655,Mưa,3.81,-23.67,2.87,-22.92,26.73,26.54,2204,Tốt
202105180655,Mưa,3.81,-21.94,2.73,-21.94,25.75,24.67,3024,Tốt
202105180655,Mưa,3.81,-22.6,2.29,-21.74,25.55,24.89,1460,Tốt
202105180655,Mưa,3.81,-23.1,2.28,-22.14,25.95,25.38,1337,Tốt
202105180655,Mưa,3.81,-22.3,2.31,-21.48,25.29,24.61,1368,Tốt
202105180655,Mưa,3.81,-19.79,2.54,-21.19,25,22.33,1616,Tốt
202105180655,Mưa,3.81,-22.22,3.05,-23.98,27.79,25.27,1613,Đạt
202105180655,Mưa,3.81,-21.31,3.16,-22.92,26.73,24.47,1796,Tốt
202105180655,Mưa,3.81,-22.93,2.76,-22.84,26.65,25.69,3658,Tốt
202105180655,Mưa,3.81,-24.69,2.19,-23.66,27.47,26.88,3300,Đạt
202105180655,Mưa,3.81,-20.81,2.79,-23.18,26.99,23.6,3469,Tốt
202105180655,Mưa,3.81,-21.74,3.48,-19.58,23.39,25.22,3372,Tốt
202105180655,Mưa,3.81,-22.08,2.26,-22.59,26.4,24.34,3544,Tốt
202105180655,Mưa,3.81,-23.77,2.58,-24.95,28.76,26.35,3682,Đạt
202105180655,Mưa,3.81,-24.69,2.12,-25.85,29.66,26.81,3560,Đạt
202105180655,Mưa,3.81,-23.57,2.86,-22.44,26.25,26.43,3449,Tốt
202105180655,Mưa,3.81,-23.1,2.04,-22.75,26.56,25.14,2554,Tốt
202105180655,Mưa,3.81,-23.77,2.2,-23.46,27.27,25.97,2714,Đạt
202105180655,Mưa,3.81,-22.93,2.09,-25.08,28.89,25.02,2722,Đạt
202105180655,Mưa,3.81,-26.78,1.93,-25.37,29.18,28.71,3035,Đạt
202105180655,Mưa,3.81,-22.68,2.49,-22.36,26.17,25.17,2889,Tốt
202105180655,Mưa,3.81,-25.38,2.1,-24.43,28.24,27.48,3483,Đạt
202105180655,Mưa,3.81,-22.68,2.66,-24.2,28.01,25.34,3233,Đạt
202105180655,Mưa,3.81,-22.52,2.43,-22,25.81,24.95,2691,Tốt
202105180655,Mưa,3.81,-24.32,2.11,-23.1,26.91,26.43,3099,Tốt
202105180655,Mưa,3.81,-23.47,2,-23.56,27.37,25.47,2887,Đạt
202105180655,Mưa,3.81,-22.45,2.84,-23.28,27.09,25.29,2870,Đạt
202105180655,Mưa,3.81,-22.22,2.42,-22.75,26.56,24.64,2800,Tốt
202105180655,Mưa,3.81,-23.88,2.28,-24.68,28.49,26.16,3004,Đạt
202105180655,Mưa,3.81,-23.1,2.07,-22.84,26.65,25.17,2831,Tốt
202105180655,Mưa,3.94,-23.98,2.09,-22.67,26.61,26.07,4898,Tốt
202105180655,Mưa,3.94,-21.74,2.59,-20.31,24.25,24.33,4961,Tốt
202105180655,Mưa,3.94,-24.32,2.15,-23.76,27.7,26.47,4759,Đạt
202105180655,Mưa,3.94,-23.02,2.66,-22.07,26.01,25.68,4955,Tốt
202105180655,Mưa,3.94,-27.45,2.41,-23.18,27.12,29.86,5325,Đạt
202105180655,Mưa,3.94,-22.37,2.72,-21.48,25.42,25.09,4899,Tốt
202105180655,Mưa,3.94,-22.15,2.61,-15.83,19.77,24.76,4942,Tốt
202105180655,Mưa,3.94,-23.1,2.74,-21.48,25.42,25.84,5039,Tốt
202105180655,Mưa,3.94,-22.15,2.78,-20.41,24.35,24.93,4862,Tốt
202105180655,Mưa,3.94,-27.7,1.89,-23.56,27.5,29.59,4808,Đạt
202105180655,Mưa,3.94,-23.02,2.53,-22.52,26.46,25.55,5407,Tốt
202105180655,Mưa,3.94,-23.98,2.38,-22.07,26.01,26.36,4985,Tốt
202105180655,Mưa,3.94,-21.88,2.53,-23.28,27.22,24.41,5126,Đạt
202105180655,Mưa,3.94,-22.37,2.63,-21.13,25.07,25,5083,Tốt
202105180655,Mưa,3.94,-24.44,3.2,-23.87,27.81,27.64,5124,Đạt
202105180655,Mưa,3.94,-21.49,3.02,-20.5,24.44,24.51,5573,Tốt
202105180655,Mưa,3.94,-22.37,3.01,-20.91,24.85,25.38,5734,Tốt
